Skinwalkers (2006),35
Threshold (2003),35
Toy Soldiers (1991),35
Attack the Block (2011),34
Ballerina | Leap! (2016),34
The Golden Compass (2007),34
Goosebumps - All Media Types,34
Green Lantern (2011),34
Lemonade Mouth (2011),34
Matilda (1996),34
Minions (2015),34
The Omen (Movies),34
Queen of the Damned (2002),34
The Room (2003),34
Sense and Sensibility (1995),34
Sharknado (Movies),34
Shaun of the Dead,34
Щит и Меч | The Shield and the Sword (1968),34
Swan Princess (1994),34
Blood and Chocolate (2007),33
Jack the Giant Slayer (2013),33
Legend (1985),33
The Librarian (Movies),33
Mirrors (2008),33
The Mummy (2017),33
The Neverending Story - All Media Types,33
RoboCop - All Media Types,33
Angry Birds - All Media Types,32
Cruel Intentions (1999),32
Goon (2011),32
Never Let Me Go - All Media Types,32
School of Rock (2003),32
Titan AE (2000),32
War of the Planet of the Apes (2017),32
Charlie's Angels (Movies),31
Chasing Amy (1995),31
Clueless (1995),31
The Fugitive (1993),31
It's a Wonderful Life (1946),31
Jackass (Movies) RPF,31
Knockaround Guys (2001),31
The Life and Death of Colonel Blimp (1943),31
Le Pacte des Loups | Brotherhood of the Wolf (2001),31
Pretty In Pink (1986),31
Reign of Fire (2002),31
Robin Hood (1973),31
Robin Hood: Prince of Thieves (1991),31
Total Recall - All Media Types,31
American Psycho - All Media Types,30
The Collector Series (Movies),30
Easy A (2010),30
Hanna (2011),30
In Time (2011),30
Operation: Endgame (2010),30
We Need to Talk About Kevin - All Media Types,30
The 13th Warrior (1999),29
Ever After (1998),29
From Beyond (1986),29
Gosford Park (2001),29
Henry V (1989),29
Moon (2009),29
My Own Private Idaho (1991),29
Newcastle (2008),29
Pulp Fiction (1994),29
Pusher (Refn Movies),29
Savages - All Media Types,29
The Babadook (2014),28
Blue Crush (2002),28
Blues Brothers (Movies),28
Donnie Darko (2001),28
Dragonheart (1996),28
Flatliners (1990),28
The Great Gatsby (1974),28
Justice League: War,28
The Lion in Winter (1968),28
Oz: The Great and Powerful (2013),28
Pinocchio - All Media Types,28
Rudolph the Red-Nosed Reindeer - All Media Types,28
Savages (2012),28
Seven Psychopaths (2012),28
A Single Man (2009),28
The Sting (1973),28
Tom Sawyer and Huckleberry Finn & Related Fandoms,28
Valerian and the City of a Thousand Planets (2017),28
What We Do in the Shadows (2014),28
Chappie (2015),27
Dawn of the Dead (2004),27
The Departed (2006),27
Fantasia (1940),27
Freier Fall | Free Fall (2013),27
Hook (1991),27
Mortal Kombat (1995),27
Osmosis Jones (2001),27
Predators (2010),27
Pride and Prejudice and Zombies (2016),27
Ratatouille (2007),27
Red Eye (2005),27
Rope (1948),27
A Royal Affair (2012),27
The Secret Life of Pets (2016),27
Tomorrow When the War Began - All Media Types,27
World War Z (2013),27
Would You Rather (2012),27
Arrival (2016),26
Blind Dating (2006),26
The Craft (1996),26
The Croods (2013),26
Escape Plan (2013),26
FernGully: The Last Rainforest (1992),26
Green Street Hooligans | Hooligans (2005),26
Halloweentown (1998),26
In the Loop (2009),26
A League of Their Own (1992),26
Legally Blonde (Movies),26
The LEGO Ninjago Movie (2017),26
Lost World: Jurassic Park (1997),26
Mansfield Park (2007),26
Midnight Special (2016),26
My Fair Lady (1964),26
A Nightmare on Elm Street (2010),26
Philadelphia Story (1940),26
The Producers (2005),26
Royal Tenenbaums (2001),26
The Rundown (2003),26
The Shape of Water (2017),26
Star Wars Legends: Force Unleashed - All Media Types,26
Thin Man (Movies),26
