Fanny Whittington - Lashings of Ginger Beer Time (pantomime),1
The Fantasticks - Schmidt/Jones,1
Les Feluettes | Lilies - Michel Marc Bouchard,1
Floyd Collins - Landau/Guettel,1
Follies - Sondheim/Goldman,1
Frankenstein and the Sharks of Doom - Hudson/Pearse,1
Der Freischütz - Weber/Kind,1
Frozen - Bryony Lavery,1
Gondoliers or The King of Barataria - Sullivan/Gilbert,1
The Grand Duke - Sullivan/Gilbert,1
Der Grüne Tisch | The Green Table (Ballet),1
Hand To God - Askins,1
Hello Dolly! - Herman,1
Holiday Inn - Berlin/Greenberg & Hodge,1
I Never Saw Another Butterfly - Raspanti,1
Icarus Fights the Minotaur - Yokanaan Kearns,1
Inherit the Wind - Lawrence & Lee,1
Ion - Euripedes,1
Iphigenia in Aulis - Euripides,1
Iphigenia in Tauris - Euripides,1
It Shoulda Been You - Anselmi/Hargrove,1
Jasper in Deadland - Oliver/Oliver & Foster,1
Jerry Springer: The Opera - Thomas/Lee,1
カラフトお祖父さん - 鄭 | Karafuto Ojiisan - Chong,1
Káťa Kabanová - Janáček/Červinka,1
A kékszakállú herceg vára | Duke Bluebeard's Castle - Bartók/Balázs,1
The King and I - Rodgers/Hammerstein,1
L'elisir d'amore | The Elixir of Love - Donzietti/Romani,1
アーサー王伝説 | La Légende du Roi Arthur - Takarazuka Revue,1
La Triviata (Discworld Opera),1
Leben des Galilei | Life of Galileo - Brecht/Eisler,1
Lettice and Lovage - Shaffer,1
Li'l Abner - de Paul/Mercer/Panama/Frank,1
The Light Princess - Amos/Adamson,1
The Lightning Thief - Rokicki/Tracz,1
黒豹の如く | Like a Black Panther - Takarazuka Revue,1
Little Women - Howland/Dickstein/Knee,1
Lord of the Dance (Musical),1
Love! Valour! Compassion! - McNally,1
Lucia di Lammermoor - Donizetti/Cammarano,1
Lysistrata - Aristophanes,1
マグダラなマリア - 湯澤 | Magdalena na Maria - Yuwaza,1
Majishan no Yuutsu | A Magician's Misfortunes - Takarazuka Revue,1
Les Malheurs de Sophie | The Misfortunes of Sophie - All Media Types,1
Die Malteser - Friedrich Schiller,1
Marie Antoinette - Levay/Kunze,1
Martin Guerre - Schönberg/Boublil/Clark,1
Medieval Times Dinner & Tournament,1
The Medium - Menotti,1
Menyasszonytánc - Jávori/Miklós/Böhm & Kállai,1
La Mère coupable | The Guilty Mother - Beaumarchais,1
Le Misanthrope ou l'Atrabilaire amoureux | The Misanthrope or the Cantankerous Lover - Molière,1
Miserable Les (Discworld Musical),1
もののふ白き虎 - 西田大輔 | Mononofu Shiroki Tora - Nishida Daisuke,1
Monster Mash Bash - Six Flags Fiesta Texas,1
The Most Incredible Thing - Pet Shop Boys,1
Mrs. Warren's Profession - Shaw,1
眠らない男ナポレオン | Napoléon the Man Who Never Sleeps - Takarazuka Revue,1
Never Say Goodbye - Takarazuka Revue,1
Noah's Flood - Chester Mystery Cycle,1
Normal - Ng,1
Not About Heroes - MacDonald,1
ノバ ボサ ノバ | Nova Bossa Nova - Takarazuka Revue,1
Les nuits d'été - Berlioz,1
Nunsense,1
O - Cirque du Soleil,1
Off Centre - Haresh Sharma,1
Once - Hansard/Irglová/Walsh,1
Orestes - Euripides,1
Our Town - Wilder,1
Paradis - Cederholm,1
Les pêcheurs de perles | The Pearl Fishers - Bizet/Cormon & Carré,1
Peer Gynt - Henrik Ibsen,1
Peter Pan - Charlap & Styne/Leigh & Comden & Green/Barrie,1
Phantom: The American Musical Sensation - Yeston/Kopit,1
Picasso at the Lapin Agile - Martin,1
The Pirate Queen - Boublil/Schönberg,1
Pleasuredome: The Musical - Various/Beesley,1
Porgy and Bess - Gershwin/Gershwin/Heyward,1
A Prayer for My Daughter - Babe,1
Present Laughter - Coward,1
The Pride - Kaye Campbell,1
Князь Игорь - Бороди́н | Prince Igor - Borodin,1
Princess Ida - Sullivan/Gilbert,1
Prodigal Son - Shanley,1
Punch and Judy (Puppet Show),1
Queen Lear - Shakespeare,1
Return to the Forbidden Planet - Carlton,1
Rigoletto - Verdi/Piave,1
The Rivals - Sheridan,1
The River - Jez Butterworth,1
Rock 'n' Roll - Stoppard,1
Le Roi Soleil - Florence/Guirano/Ouali,1
Romeo i Julia - Stokłosa/Wermer,1
The Rover - Behn,1
Rumors - Simon,1
Rustlers of Red Rock - Chapelle,1
Salomé - Oscar Wilde,1
The Scarlet Pimpernel - Takarazuka Revue,1
School of Rock - Lloyd Webber/Slater/Fellowes,1
Seesaw - Coleman/Fields/Bennett,1
Sei Personaggi in Cerca d'Autore | Six Characters in Search of an Author - Pirandello,1
Seminar - Rebeck,1
Il servitore di due padroni | Servant of Two Masters - Goldoni,1
The Seven Year Itch - All Media Types,1
Shadowlands - Nicholson,1
She Stoops to Conquer - Goldsmith,1
The Shoemaker's Holiday - Dekker,1
Shuffle Along; or the Making of the Musical Sensation of 1921 - Blake & Sissle/Wolfe,1
Side Show - Krieger/Russell,1
Silver Rose Chronicle (Play),1
Simon Boccanegra - Verdi/Piave,1
Спящая красавица - Чайковски | The Sleeping Beauty - Tchaikovsky,1
Снегу́рочка - Ри́мский-Ко́рсаков | The Snow Maiden - Rimsky-Korsakov,1
Songs for a New World - Brown,1
The Sorcerer - Sullivan/Gilbert,1
The Sparrow - Chris Mathews & Jake Minto,1
Street Scene - Weill/Hughes/Rice,1
Sundown: Whispers of Ragnarok - Sassafrass,1
Sympathy Jones - Asare/Pierce,1
Taboo - Various/Boy George/Davies Markham & Busch,1
Про Федота-стрельца удалого молодца - Филатов | The Tale of Fedot the Strelets - Filatov,1
Talking Heads - Bennett,1
Tannhäuser - Wagner,1
Teenage Mutant Ninja Turtles: Coming Out of Their Shells - Bejan & Nelson,1
Tender Green - Takarazuka Revue,1
Медведь - Че́хов | The Bear - Chekhov,1
The Pillowman - McDonagh,1
The Prom - Sklar/Beguelin/Martin,1
The Spoils - Eisenberg,1
This is Our Youth - Lonergan,1
The Time of Your Life - Saroyan,1
Trails - Thomson/Mann/Hall,1
Il trovatore - Verdi/Cammarano,1
Two Noble Kinsmen - Shakespeare,1
Vagina Monologues - Ensler,1
Le Vampire - Dumas & Maquet,1
The View UpStairs - Vernon,1
The Warrior Virgin - Duder & Baynton,1
Where Words Once Were - Kruckemeyer,1
The Who's Tommy - McAnuff/Townshend,1
Wild Party - LaChiusa/LaChiusa & Wolfe,1
The Woman's Prize or The Tamer Tamed - Fletcher,1
Wonderful Town - Bernstein/Comden/Green/Fields/Chodorov,1
Woyzeck - Büchner,1
The Yeomen of the Guard - Sullivan/Gilbert,1
Zaïre | The Tragedy of Zara - Voltaire,1
Zemsta - Fredro,1
[title of show] - Bell/Bowen,1
